No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
986|CGCG 016-035|198.97708 |  -3.73611 |GPair||||15.2 |  0.000|6|0|6|4|0|0|0
987|GALEXASC J131609.57+322057.9  |199.03991 |  32.34944 |GPair||||17.3 |  0.000|4|0|12|4|0|0|1
988|IRAS 13156+0435|199.54292 |   4.32222 |GPair| 33966| 0.113300 |SUN |     |  0.000|14|0|9|4|1|0|6
989|ESO 508-IG 045|199.88629 | -24.48825 |GPair|  9554| 0.031869 |SUN |15.71|  0.000|13|2|5|4|1|1|0
990|VV 802|200.02292 | -17.12000 |GPair|  6296| 0.021001 |SUN |     |  0.000|7|0|5|3|1|0|1
991|NGC 5098|200.06679 |  33.14360 |GPair| 11360| 0.037893 |SUN |15.0 |  0.000|46|5|6|8|4|0|1
992|IRAS 13181-3128|200.22978 | -31.74070 |GPair| 16069| 0.053600 |SUN |15.60|  0.000|12|0|5|2|1|0|1
993|KUG 1319+356|200.48054 |  35.35948 |G|  5836| 0.019468 |SLS |15.4g|  0.000|34|0|34|12|10|8|1
994|2MASX J13223186+2631598|200.63252 |  26.53331 |GPair||||19.65|  0.000|4|0|23|5|0|2|2
995|KUG 1320+320|200.71283 |  31.82593 |G|  5339| 0.017810 |SLS |15.4g|  0.000|44|0|34|19|23|8|0
996|NGC 5144|200.72389 |  70.51327 |GPair|  3141| 0.010477 |S1L |13.4 |  0.000|60|4|41|12|9|5|0
997|ESO 444- G 018|200.73658 | -32.72823 |G|  8741| 0.029157 |SLS |14.43|  0.000|31|1|44|10|9|15|0
998|ESO 444- G 026|201.11997 | -30.43138 |G|  3927| 0.013099 |SUN |15   |  0.000|29|1|26|11|6|16|0
999|MRK 0788|201.20264 |  16.14503 |GPair|  7175| 0.023933 |SUN |15.0 |  0.000|30|0|10|6|3|0|0
1000|2MASX J13250250+2248050|201.25985 |  22.80129 |GPair| 39792| 0.132732 |PUN |18.24|  0.000|3|0|16|5|1|2|0
1001|IRAS 13234+6239|201.30900 |  62.39730 |GPair||||     |  0.000|3|1|5|3|0|0|6
1002|IC 4250|201.53750 |  26.47722 |G| 11137| 0.037149 |SLS |15.4g|  0.000|36|0|46|14|16|6|0
1003|VV 831|201.71423 |  26.59120 |GPair|  7073| 0.023593 |SUN |15.6B|  0.000|71|1|28|13|10|4|0
1004|KUG 1324+285|201.78680 |  28.26312 |G| 11061| 0.036895 |SLS |15.5g|  0.000|32|0|68|16|12|10|0
1005|HIDEEP J1328-2813|202.09750 | -28.23028 |GPair|  9389| 0.031318 |SUN |     |  0.000|1|0|0|1|1|0|0
1006|IC 4271|202.33908 |  37.41407 |GPair| 17088| 0.057000 |SUN |15.6 |  0.000|37|1|7|5|4|1|0
1007|CGCG 161-066|202.39670 |  26.41043 |GPair|  7281| 0.024287 |S1L |15.7 |  0.000|23|1|9|5|2|0|1
1008|MESSIER 051|202.48417 |  47.23056 |GPair|   600| 0.002000 |SLS | 8.6 |  0.000|844|11|37|7|7|0|1
1009|KPG 378|202.53667 |  -1.69167 |GPair|  4286| 0.014297 |UUN |12.9 |  0.000|7|0|1|2|1|0|0
1010|MCG -02-34-061|202.76599 | -15.10119 |G|  4217| 0.014066 |SLS |15   |  0.000|74|1|19|10|17|5|1
1011|UGC 08539|203.37092 |  33.04241 |G|  7333| 0.024460 |SLS |14.1g|  0.000|73|1|82|29|21|15|0
1012|HIDEEP J1333-3212|203.45208 | -32.20972 |GPair| 12543| 0.041839 |SUN |     |  0.000|1|0|0|1|1|0|0
1013|CGCG 073-036|203.65745 |   8.79360 |G|  1229| 0.004100 |S1L |15.4g|  0.000|37|0|7|16|16|2|5
1014|VV 211|203.81162 |  10.68950 |GPair|  7080| 0.023616 |SUN |14.3 |  0.000|9|0|5|3|1|0|4
1015|KUG 1333+360|203.90223 |  35.80431 |GPair| 17754| 0.059220 |SUN |16.5:|  0.000|6|0|13|6|1|0|0
1016|AM 1332-300|203.95994 | -30.40709 |GPair|  3868| 0.012902 |SUN |     |  0.000|4|0|0|2|1|0|0
1017|HIDEEP J1336-3307|204.11125 | -33.12861 |GPair|  7223| 0.024093 |SUN |     |  0.000|1|0|0|1|1|0|0
1018|AM 1334-221|204.37333 | -22.53652 |G|  9129| 0.030451 |SLS |15.34|  0.000|13|0|36|8|4|2|0
1019|AGC 238714|204.44958 |   5.25500 |GPair|  6796| 0.022669 |S1L |     |  0.000|5|0|2|2|4|0|0
1020|NGC 5256|204.57413 |  48.27642 |GPair|  8353| 0.027863 |SUN |14.00|  0.000|374|15|235|48|43|9|3
1021|ESO 444-IG 089|204.60864 | -31.26389 |GPair| 11338| 0.037819 |SUN |16.15|  0.000|14|1|22|6|1|1|1
1022|APMUKS(BJ) B133629.95-062148.5|204.77776 |  -6.61766 |GPair||||18.23|  0.000|1|0|3|2|0|0|0
1023|NGC 5263|204.98176 |  28.40073 |G|  4833| 0.016120 |SLS |14.28|  0.000|63|1|59|27|14|6|1
1024|CGCG 131-023|205.18917 |  25.90278 |GPair|  9390| 0.031322 |S1L |15.2 |  0.000|6|0|2|3|1|0|2
1025|MRK 0268|205.29643 |  30.37813 |G| 12098| 0.040354 |SLS |14.7g|  0.000|230|0|114|51|50|6|0
1026|UM 601|205.30053 |   1.77927 |GPair|  8593| 0.028663 |SUN |15.2 |  0.000|20|0|6|6|3|0|1
1027|HIDEEP J1341-3151|205.35500 | -31.85500 |GPair| 11617| 0.038750 |SUN |     |  0.000|2|0|0|1|1|0|0
1028|UGC 08669|205.45584 |  26.37188 |GPair| 21645| 0.072200 |SUN |15.3 |  0.000|75|4|20|10|4|1|8
1029|SDSS J134304.55-000055.6|205.76896 |  -0.01547 |GPair|198553| 0.662300 |PUN |21.9g|  0.000|4|1|1|3|1|0|1
1030|HIDEEP J1343-2945|205.91292 | -29.75333 |GPair|  4157| 0.013866 |SUN |     |  0.000|2|0|0|1|1|0|0
1031|RR 257|205.98793 | -27.29603 |GPair|  6560| 0.021882 |SUN |     |  0.000|3|0|0|1|1|0|0
1032|NVSS J134431-391202|206.13246 | -39.20072 |GPair||||     |  0.000|0|0|2|1|0|0|0
1033|UGC 08701|206.44023 |  22.08891 |G|  8186| 0.027307 |SLS |15.00|  0.000|64|1|66|33|21|11|0
1034|AM 1344-301|206.84947 | -30.41198 |GPair|  4357| 0.014533 |SUN |     |  0.000|7|1|0|2|1|0|1
1035|ESO 383-IG 082|206.98667 | -33.01867 |G| 13880| 0.046299 |SUN |16.43|  0.000|9|1|13|4|1|12|1
1036|CGCG 045-107|207.02225 |   7.38958 |GPair||||     |  0.000|3|0|2|2|0|0|0
1037|VIII Zw 338|207.06067 |  15.42897 |GPair| 17100| 0.057039 |SUN |15.0 |  0.000|18|2|14|10|7|1|0
1038|WISEA J134826.61-495859.5|207.11092 | -49.98321 |GPair| 15939| 0.053167 |SUN |16.5 |  0.000|8|0|24|5|1|0|0
1039|IRAS 13454-4718|207.15125 | -47.56139 |GPair|  9863| 0.032899 |SUN |16.8 |  0.000|7|0|6|2|1|0|0
1040|MRK 1484|207.18803 |  41.70984 |G|  2668| 0.008899 |SLS |15.1g|  0.000|53|0|62|24|20|11|0
1041|AM 1346-274|207.24401 | -28.05262 |GPair|  4905| 0.016361 |SUN |     |  0.000|2|0|3|2|1|0|0
1042|2MASX J13493389+4710584|207.39119 |  47.18295 |GPair| 48261| 0.160980 |SUN |17.0E|  0.000|5|0|11|3|2|2|0
1043|GALEXASC J134953.75+232716.1  |207.47397 |  23.45449 |GPair||||16.51|  0.000|2|0|9|3|0|0|2
1044|ESO 221-IG 008|207.61000 | -48.27667 |GPair|  3153| 0.010517 |S1L |13.67|  0.000|29|2|16|10|7|3|0
1045|IRAS F13484+1934|207.70964 |  19.33084 |GPair||||     |  0.000|4|0|7|4|0|0|2
1046|ESO 221-IG 010|207.73719 | -49.05527 |G|  3028| 0.010100 |SUN |13.3b|  0.000|80|1|90|35|17|16|0
1047|CGCG 073-082|207.77152 |   8.36965 |GPair||||15.6 |  0.000|2|0|2|1|0|0|0
1048|CGCG 017-076|207.98247 |   0.54994 |GPair| 14360| 0.047900 |SUN |16.11|  0.000|7|0|24|7|1|2|0
1049|NGC 5331|208.06792 |   2.10303 |GPair|  9906| 0.033043 |SUN |14.3 |  0.000|82|2|36|19|19|4|4
1050|WISEA J135251.65-023630.4|208.21523 |  -2.60845 |GPair| 22664| 0.075600 |SUN |16.52|  0.000|5|0|20|7|3|0|1
1051|HIPASS J1352+02b|208.23125 |   2.26278 |GPair|  4389| 0.014639 |S1L |     |  0.000|1|0|0|1|1|0|0
1052|VV 719|208.49836 |  17.15773 |GPair|  6521| 0.021752 |SUN |15.6 |  0.000|9|0|6|6|1|1|1
1053|CGCG 219-024|208.54487 |  44.21133 |GPair| 19097| 0.063700 |SUN |15.4 |  0.000|6|0|6|4|1|0|2
1054|AGC 231554|208.80833 |  25.02778 |GPair|  9343| 0.031165 |S1L |     |  0.000|3|0|1|2|1|0|0
1055|VV 099|208.89414 |  -5.97293 |G|  1993| 0.006647 |S1L |14.53|  0.000|16|1|6|9|6|2|0
1056|UGC 08850|209.01196 |  18.37208 |GPair| 15230| 0.050802 |SUN |13.8 |  0.000|377|15|127|44|57|7|3
1057|UGC 08858|209.01849 |  38.30419 |G|  5613| 0.018724 |SLS |15.05|  0.000|39|0|47|21|14|11|0
1058|UM 623|209.57292 |   1.14639 |GPair| 10440| 0.034824 |SUN |15.2 |  0.000|21|0|6|5|3|0|3
1059|Heron Galaxy|209.64694 |  37.44751 |GPair|  3471| 0.011578 |SUN |13.8 |  0.000|67|4|27|9|4|0|1
1060|NGC 5392|209.85332 |  -3.20910 |G|  7338| 0.024477 |SUN |14.69|  0.000|36|0|47|14|9|9|0
1061|UGC 08929|210.28417 |  21.24000 |GPair|  8215| 0.027402 |SUN |15.1 |  0.000|19|1|7|4|2|2|3
1062|NGC 5421 NED01|210.42245 |  33.82681 |G|  7914| 0.026397 |SLS |14.2g|  0.000|64|0|72|21|17|10|1
1063|CGCG 074-046|210.45000 |   9.65722 |GPair|  6733| 0.022459 |SUN |15.5 |  0.000|11|0|4|3|4|0|2
1064|CGCG 074-045|210.46776 |   8.78599 |G|  6073| 0.020258 |SLS |14.28|  0.000|54|0|61|20|19|10|0
1065|ARP 271|210.85625 |  -6.04972 |GPair|  2591| 0.008643 |S1L |     |  0.000|33|3|7|2|2|0|0
1066|ESO 510-IG 052|210.89425 | -27.27983 |GPair|  1327| 0.004426 |UUN |15.08|  0.000|21|1|11|10|9|12|0
1067|HIPASS J1403-10|210.93333 | -10.13889 |GPair|  3317| 0.011063 |S1L |     |  0.000|3|0|2|1|2|0|0
1068|CGCG 046-044|210.94667 |   6.47139 |GPair||||15.6 |  0.000|5|0|6|4|0|0|0
1069|IRAS 14018-2435|211.17299 | -24.82940 |GPair|  2331| 0.007775 |UUN |     |  0.000|9|0|7|3|2|0|0
1070|NGC 5442|211.17999 |  -9.71337 |G|  8583| 0.028630 |S1L |14.5 |  0.000|35|1|34|14|8|6|0
1071|VV 328|211.22812 |  12.71179 |GPair|  4086| 0.013630 |S1L |14.5 |  0.000|14|1|4|3|1|0|7
1072|CGCG 317-015|211.46708 |  65.71222 |GPair|  9224| 0.030768 |SUN |15.7 |  0.000|6|0|6|5|2|0|0
1073|KPG 415|211.76058 |  13.00504 |GPair|  8327| 0.027776 |S1L |14.7 |  0.000|9|0|2|4|3|0|0
1074|ARP 117|212.50667 |  17.71472 |GPair|  5441| 0.018149 |S1L |     |  0.000|6|1|0|2|1|0|3
1075|KUG 1409+288|212.88650 |  28.62683 |G| 20083| 0.066991 |PUN |17.00|  0.000|9|0|37|5|1|6|0
1076|UGC 09098|213.11682 |  45.69113 |GPair|  8387| 0.027976 |SUN |14.1 |  0.000|16|2|8|6|2|1|6
1077|KUG 1410+303|213.23607 |  30.16428 |GPair|  7618| 0.025410 |SLS |16.4g|  0.000|17|1|17|6|5|0|0
1078|CGCG 046-064|213.27833 |   3.71250 |GPair|  7641| 0.025488 |SUN |15.3 |  0.000|11|0|7|5|1|0|5
1079|VV 299a|213.28458 |   8.61896 |G|  7406| 0.024705 |SLS |15.0 |  0.000|25|3|24|10|8|3|0
1080|NGC 5514|213.41264 |   7.65946 |GPair|  7300| 0.024350 |SUN |12.8 |  0.000|62|3|23|12|12|5|0
1081|IRAS 14168+8256|213.59963 |  82.71528 |GPair||||17.2 |  0.000|4|0|7|3|0|0|0
1082|4C +08.41|213.66616 |   8.07636 |GPair||||18.5 |  0.000|15|0|12|5|0|0|3
1083|RR 272|213.75871 | -43.97729 |GPair|  1875| 0.006254 |UUN |     |  0.000|6|0|2|3|3|0|0
1084|VIII Zw 393|214.24319 |   1.64029 |G|  7512| 0.025056 |SLS |15.6g|  0.000|46|1|80|19|16|10|1
1085|CGCG 163-016|214.37594 |  28.79993 |GPair| 10470| 0.034924 |SUN |15.6 |  0.000|7|0|7|6|1|0|0
1086|APMUKS(BJ) B141502.34-071107.4|214.42144 |  -7.41686 |GPair||||13.89|  0.000|1|0|2|3|0|0|0
1087|CGCG 018-113|214.55529 |  -3.12081 |GPair| 13407| 0.044721 |SUN |15.20|  0.000|13|0|7|5|2|0|0
1088|KPG 423|214.83000 |  26.30167 |GPair| 11020| 0.036759 |S1L |     |  0.000|7|0|2|3|2|0|0
1089|AGC 244174|215.04542 |   9.79472 |GPair|  9162| 0.030561 |S1L |     |  0.000|3|0|1|2|1|0|0
1090|KUG 1419+273|215.35459 |  27.12129 |G| 10941| 0.036494 |SLS |15.5g|  0.000|34|1|44|13|12|8|0
1091|IC 1008|215.92810 |  28.34752 |GPair|  9004| 0.030034 |SUN |15.2 |  0.000|13|0|14|8|4|1|0
1092|UGC 09241|216.33551 |  32.48228 |G|  4175| 0.013926 |SUN |14.5 |  0.000|58|3|67|27|17|10|1
1093|ESO 326-IG 022|216.41654 | -39.61808 |GPair| 14480| 0.048300 |SUN |     |  0.000|3|1|7|3|1|1|0
1094|WISEA J142606.56+202830.8|216.52734 |  20.47524 |GPair| 22958| 0.076580 |SUN |17.67|  0.000|8|0|32|7|5|2|0
1095|2dFGRS N277Z015|216.97967 |  -0.56236 |GPair| 23564| 0.078600 |SUN |17.05|  0.000|3|0|0|1|1|0|1
1096|VV 371|217.01375 |  21.30667 |GPair|  1138| 0.003796 |S1L |     |  0.000|3|0|0|1|1|0|4
1097|CGCG 296-007|217.05356 |  61.18719 |GPair| 10991| 0.036662 |SUN |15.3 |  0.000|11|0|10|5|1|0|0
1098|CGCG 104-038|217.55617 |  14.87861 |GPair||||15.5 |  0.000|3|0|2|2|0|0|3
1099|CGCG 019-050|217.68654 |   0.24961 |GPair| 16745| 0.055855 |SUN |15.5 |  0.000|5|0|6|4|1|0|0
1100|MCG +05-34-063|218.01830 |  28.95838 |GPair| 21975| 0.073301 |SUN |17.39|  0.000|9|0|26|3|1|4|0
1101|PKS 1429-410|218.11596 | -41.24325 |GPair||||18.5 |  0.000|9|0|7|4|0|0|0
1102|2MASX J14352068+1858426|218.83614 |  18.97846 |GPair| 54095| 0.180440 |SUN |18.3g|  0.000|2|0|10|2|3|2|0
1103|2MFGC 11837|218.84933 |  12.40831 |GPair||||16.60|  0.000|5|0|5|3|0|0|2
1104|KPG 428|218.90222 |  13.03856 |GPair|  1827| 0.006094 |S1L |14.0 |  0.000|4|0|0|1|1|0|2
1105|UGC 09396|218.94055 |  24.72578 |G| 10804| 0.036039 |SLS |14.3g|  0.000|65|1|57|29|25|11|0
1106|UGC 09425|219.46160 |  30.48147 |GPair| 10408| 0.034717 |SUN |15.0 |  0.000|52|3|16|9|6|4|0
1107|SBS 1439+537|220.16724 |  53.50949 |GPair| 11379| 0.037956 |SUN |15.40|  0.000|163|10|19|5|8|2|3
1108|IRAS 14418+6131A|220.77433 |  61.31675 |GPair| 14414| 0.048080 |SUN |15.25|  0.000|9|1|8|3|1|0|2
1109|CGCG 076-015|221.11270 |  12.25728 |GPair||||15.6 |  0.000|5|0|10|4|0|0|1
1110|CGCG 337-019|221.31054 |  72.81589 |GPair||||15.3 |  0.000|4|0|6|4|0|0|0
1111|UGCA 393|221.44750 | -20.79722 |GPair|  2359| 0.007868 |S1L |     |  0.000|5|0|2|2|2|0|0
1112|PKS 1443-085|221.64844 |  -8.76884 |GPair||||16.0 |  0.000|12|0|6|2|0|0|1
1113|ESO 580-IG 024|221.75550 | -19.24250 |GPair| 22195| 0.074035 |SUN |15.13|  0.000|3|1|5|4|1|1|0
1114|NGC 5759|221.81076 |  13.45699 |GPair|  8312| 0.027726 |UUN |14.9 |  0.000|27|2|10|8|2|2|0
1115|CGCG 164-026|222.00765 |  29.91400 |GPair| 15805| 0.052720 |SUN |15.6 |  0.000|11|0|13|7|1|0|0
1116|IRAS 14471+2333|222.35717 |  23.34900 |GPair||||     |  0.000|5|0|5|4|0|0|0
1117|CGCG 076-068|222.39414 |  11.24813 |GTrpl| 16131| 0.053807 |SUN |14.20|  0.000|21|0|30|11|6|1|0
1118|CGCG 134-039|222.55063 |  24.32603 |GPair|  9904| 0.033036 |S1L |15.6 |  0.000|9|0|7|3|2|0|0
1119|CGCG 020-023|222.67863 |  -1.72161 |GPair|  7985| 0.026635 |SUN |15.3 |  0.000|7|0|7|4|1|0|3
1120|IRAS F14485+2002|222.70582 |  19.83097 |GPair||||16.61|  0.000|2|0|5|2|0|0|0
1121|NGC 5765|222.71260 |   5.11697 |GPair|  8329| 0.027783 |S1L |14.6 |  0.000|35|1|18|10|6|1|0
1122|LCSB S2101P|222.81404 |  30.47268 |GPair| 48860| 0.162980 |SUN |17.70|  0.000|5|0|11|4|1|0|2
1123|B2 1450+28|223.14009 |  27.96521 |GPair| 37924| 0.126500 |SUN |16.5 |  0.000|42|3|7|5|2|0|1
1124|HIPASS J1452+03|223.16792 |   3.26528 |GPair|  1577| 0.005261 |S1L |     |  0.000|3|0|1|1|1|0|0
1125|NGC 5766|223.28974 | -21.39396 |G|  3373| 0.011251 |SUN |14.17|  0.000|33|2|43|17|10|17|0
1126|PG 1452+132|223.63458 |  13.03500 |GPair| 10013| 0.033400 |SUN |15.2V|  0.000|9|1|14|4|2|2|0
1127|VV 274|223.86746 |  32.84006 |GPair||||15   |  0.000|10|0|6|4|0|1|5
1128|KUG 1454+513|224.04379 |  51.15253 |GPair| 20818| 0.069442 |SLS |16.8g|  0.000|15|0|26|6|3|4|1
1129|CGCG 076-115|224.46958 |  14.04056 |GPair| 13249| 0.044194 |S1L |15.7 |  0.000|5|0|2|3|1|0|0
1130|CGCG 134-060|224.62515 |  23.95549 |GPair| 13961| 0.046569 |S1L |15.5 |  0.000|10|0|2|2|1|2|1
1131|ESO 448- G 010|224.68317 | -28.70411 |G| 14420| 0.048100 |SUN |16.46|  0.000|31|1|35|11|4|3|0
1132|IRAS 14572+1324|224.91486 |  13.21716 |GPair| 13027| 0.043453 |S1L |     |  0.000|13|0|6|4|1|0|3
1133|NGC 5811|225.11235 |   1.62362 |GPair|  1535| 0.005120 |UUN |14.48|  0.000|40|3|15|16|12|4|0
1134|KUG 1500+506|225.51253 |  50.42905 |G|  7834| 0.026133 |SLS |17.3g|  0.000|10|0|43|10|3|4|1
1135|NGC 5829|225.67508 |  23.33365 |G|  5688| 0.018973 |S1L |14.1g|  0.000|115|5|65|28|36|12|1
1136|KPG 452|226.48125 |  12.73611 |GPair|  6396| 0.021335 |S1L |14.4 |  0.000|8|0|1|1|1|0|5
1137|ESO 273-IG 018|226.57183 | -43.42455 |GPair||||     |  0.000|7|1|2|4|0|1|1
1138|VV 059|227.02366 |  34.38979 |GPair| 38629| 0.128851 |SLS |15.9g|  0.000|47|0|37|15|11|8|0
1139|CGCG 049-012|227.06295 |   6.80653 |GPair| 13876| 0.046285 |S1L |15.4 |  0.000|8|0|6|5|2|0|3
1140|HIPASS J1509-11|227.25000 | -11.29694 |GPair|  1866| 0.006225 |S1L |     |  0.000|2|0|2|1|2|0|0
1141|CGCG 106-016|227.59333 |  19.34389 |GPair||||15.5 |  0.000|7|0|2|3|0|0|1
1142|WAS 96|227.75669 |  31.47866 |GPair| 10070| 0.033590 |SUN |16.9:|  0.000|12|0|1|3|2|0|1
1143|3C 315|228.41707 |  26.12552 |GPair| 32468| 0.108300 |SMU |18.0 |  0.000|223|4|99|22|13|0|0
1144|CGCG 135-039|229.07901 |  24.86729 |G|  6743| 0.022492 |S1L |15.1 |  0.000|29|0|10|10|8|1|0
1145|CGCG 077-057|229.23876 |   8.88957 |G| 10018| 0.033416 |S1L |15.5 |  0.000|20|0|56|15|11|6|0
1146|VV 705|229.52625 |  42.74361 |GPair| 12049| 0.040191 |SUN |14.9 |  0.000|184|7|95|37|23|4|1
1147|CGCG 135-044|229.84637 |  20.54256 |GPair||||15.7 |  0.000|3|0|2|2|0|0|0
1148|IRAS 15168+0045|229.84999 |   0.58272 |GPair| 46138| 0.153900 |SUN |     |  0.000|11|0|9|5|1|0|1
1149|VII Zw 601|230.15250 |  79.49556 |GPair|  7115| 0.023733 |SUN |15.1 |  0.000|9|1|7|4|1|0|1
1150|2MASX J15210521+2925260|230.27095 |  29.42366 |GPair| 34119| 0.113809 |SUN |15.24|  0.000|8|0|13|4|6|2|1
1151|HIPASS J1521-07|230.37500 |  -7.40167 |GPair|  1929| 0.006433 |S1L |     |  0.000|3|0|2|1|2|0|0
1152|GALEXASC J152500.83+332400.5  |231.25361 |  33.39997 |GPair| 24583| 0.082000 |SUN |14   |  0.000|8|0|11|5|1|0|1
1153|IC 1119|231.43450 |  -3.65631 |GPair|  9744| 0.032502 |SUN |15.3 |  0.000|11|0|6|4|1|2|0
1154|ARP 090|231.52933 |  41.67279 |GPair|  2539| 0.008469 |SUN |13.0 |  0.000|49|3|13|7|1|0|3
1155|UGC 09861|231.93549 |  28.91795 |GPair| 19644| 0.065525 |SUN |15.4 |  0.000|21|3|2|3|9|3|0
1156|WISEA J153016.25+375831.2|232.56772 |  37.97532 |G| 45482| 0.151710 |SLS |18.5g|  0.000|52|0|85|23|11|10|0
1157|CGCG 050-004|232.77375 |   6.99167 |GPair| 10360| 0.034557 |S1L |15.5 |  0.000|7|0|2|4|2|0|0
1158|CGCG 050-011|232.91583 |   7.33694 |GPair|  9844| 0.032836 |S1L |15.1 |  0.000|5|0|2|2|1|0|4
1159|CGCG 050-019|233.14042 |   4.77083 |GPair| 11399| 0.038023 |SUN |15.4 |  0.000|8|0|2|3|2|0|6
1160|CGCG 249-028|233.20799 |  44.54000 |GPair||||15.5 |  0.000|8|0|7|5|0|0|1
1161|IRAS 15281-7242|233.41129 | -72.87392 |GPair| 20693| 0.069024 |SUN |16.8 |  0.000|8|0|6|3|1|0|0
1162|ARP 091|233.64042 |  15.19694 |GPair|  1966| 0.006558 |SUN |12.7 |  0.000|59|7|19|5|3|0|1
1163|MRK 0860|234.86160 |  24.94564 |GPair|  6868| 0.022909 |UUN |15.1 |  0.000|37|0|15|7|4|0|0
1164|CGCG 166-045|236.00786 |  27.69945 |GPair|  9673| 0.032266 |S1L |15.3 |  0.000|11|0|6|6|2|0|0
1165|IRAS 15438+0438|236.58472 |   4.48844 |GPair| 70811| 0.236200 |SUN |     |  0.000|7|0|9|4|2|0|6
1166|UGC 10033|236.73375 |  17.87833 |GPair|  3299| 0.011004 |S1L |13.2 |  0.000|42|2|4|6|2|1|0
1167|AM 1528-864|236.84566 | -86.93667 |GPair||||     |  0.000|4|0|6|3|0|0|0
1168|MCG +03-40-041|236.99096 |  17.82228 |GPair| 11053| 0.036870 |SUN |15.5 |  0.000|8|0|5|6|2|2|1
1169|MCG +07-32-053|237.11111 |  41.98114 |G| 10477| 0.034948 |SUN |15.5 |  0.000|28|0|7|11|8|2|1
1170|3C 326|238.03750 |  20.09167 |GPair| 26682| 0.089000 |UUN |     |  0.000|159|5|41|12|19|1|0
1171|UGC 10073|238.08637 |  24.62658 |G|  9589| 0.031985 |S1L |14.6g|  0.000|65|0|57|29|27|11|0
1172|UGC 10086|238.67179 |  16.61739 |G|  2220| 0.007405 |SUN |15.3 |  0.000|62|3|49|23|17|6|0
1173|CGCG 051-006|238.96881 |   4.83421 |G|  7712| 0.025725 |SLS |15.5 |  0.000|25|0|54|13|8|8|0
1174|IRAS 16007+8137|239.21102 |  81.48212 |GPair| 12052| 0.040201 |SUN |     |  0.000|10|1|6|3|1|0|0
1175|PKS 1555-140|239.59145 | -14.16640 |GPair| 29080| 0.097000 |SUN |16.5 |  0.000|75|1|18|27|12|0|1
1176|WISEA J155851.06-670317.2|239.71276 | -67.05480 |GPair|  9550| 0.031855 |SUN |16.2 |  0.000|6|0|29|5|1|0|0
1177|AM 1555-661|240.14125 | -66.36811 |GPair|  3666| 0.012230 |S1L |     |  0.000|5|0|2|1|2|0|0
1178|IC 1162|240.31807 |  17.67793 |G| 13331| 0.044467 |SLS |15.4g|  0.000|60|2|77|22|16|10|0
1179|KUG 1559+163|240.34632 |  16.21809 |G|  8511| 0.028390 |SLS |15.3g|  0.000|44|1|64|14|13|6|0
1180|KUG 1559+274|240.41827 |  27.30482 |GPair| 49640| 0.165581 |SUN |16.5:|  0.000|5|1|13|4|2|0|9
1181|CGCG 079-025|240.69221 |   8.87325 |GPair||||     |  0.000|1|0|2|2|0|0|0
1182|NGC 6052|241.30412 |  20.54236 |GPair|  4739| 0.015808 |UUN |13.44|  0.000|390|11|193|35|35|5|0
1183|UGC 10186|241.34491 |  17.75505 |GPair| 11048| 0.036852 |SUN |14.9 |  0.000|24|2|13|3|2|1|0
1184|ESO 068-IG 016|241.60802 | -67.72171 |GPair|  4736| 0.015797 |S1L |     |  0.000|5|1|1|4|1|1|0
1185|KUGX 1607+355|242.34664 |  35.37789 |GPair| 20985| 0.070000 |SUN |16.5:|  0.000|14|0|8|6|1|0|1
1186|KUGX 1608+339|242.60843 |  33.84653 |GPair| 33792| 0.112719 |SLS |17.1g|  0.000|16|0|30|6|1|4|1
1187|NGC 6090|242.91917 |  52.45694 |GPair|  8785| 0.029304 |SUN |14.0 |  0.000|319|16|165|40|44|5|3
1188|CGCG 051-061|243.08833 |   4.60639 |GPair| 11238| 0.037486 |SUN |15.1 |  0.000|12|0|6|5|3|2|0
1189|CGCG 051-065|243.21875 |   6.05139 |GPair| 10080| 0.033623 |S1L |15.5 |  0.000|5|0|2|3|1|0|3
1190|VV 370|243.37067 |  -0.88351 |G|  2098| 0.006999 |SLS |15.3g|  0.000|33|2|32|10|11|5|0
1191|2MASS J16180935+0139216|244.53898 |   1.65602 |GPair| 39573| 0.132000 |SUN |14.6K|  0.000|43|3|29|10|6|0|0
1192|CGCG 080-008|245.28660 |  13.13570 |GPair| 10127| 0.033780 |S1L |15.2 |  0.000|10|0|6|4|1|0|8
1193|MRK 0881|246.45512 |  40.34522 |G|  8706| 0.029039 |SLS |14.9g|  0.000|102|1|83|38|36|11|0
1194|UGC 10396|246.72181 |  51.55513 |G|  6185| 0.020631 |SUN |14.59|  0.000|44|3|52|18|12|11|0
1195|CGCG 052-020|246.81875 |   3.07694 |GPair|  8034| 0.026800 |SUN |15.1 |  0.000|10|0|6|4|1|2|0
1196|UGC 10404|247.04821 |  39.82196 |G|  8032| 0.026792 |SLS |15.0 |  0.000|63|0|65|33|25|10|0
1197|CGCG 224-041|247.17028 |  40.12385 |GPair|  7705| 0.025701 |SUN |14.9 |  0.000|14|0|5|4|2|0|9
1198|CGCG 138-018|247.18625 |  25.49611 |GPair||||15.4 |  0.000|5|0|3|4|0|0|0
1199|CGCG 251-023|247.34175 |  48.87016 |GPair||||15.7 |  0.000|6|0|18|6|0|0|0
